,author,content,description,publishedAt,source_id,source_name,title,url,urlToImage,medium,polarity,length,article_similarity,source_similarity,cosine_similarity,subject_matter,cluster
110,Lukas Mikelionis,"Supreme Court Justice Clarence Thomas poked Sen. Cory Booker over the New Jersey Democrat's much-mocked invocation of ""Spartacus"" during last week's confirmation hearings for Brett Kavanaugh. Booker was roundly ridiculed after threatening to defy the Senate r… [+2763 chars]","Fox News Clarence Thomas mocks Cory Booker's 'Spartacus' claim, says theatrics hurt process Fox News Supreme Court Justice Clarence Thomas poked Sen. Cory Booker over the New Jersey Democrat's much-mocked invocation of ""Spartacus"" during last week's confirmat…",2018-09-13T13:00:58Z,fox-news,Fox News,"Clarence Thomas mocks Cory Booker's 'Spartacus' claim, says theatrics hurt process - Fox News",http://www.foxnews.com/politics/2018/09/13/clarence-thomas-mocks-cory-bookers-spartacus-claim-says-theatrics-hurt-process.html,http://a57.foxnews.com/media2.foxnews.com/BrightCove/694940094001/2018/02/16/0/0/694940094001_5735221246001_5735215092001-vs.jpg?ve=1,text,0.46390787821718305,15,0.3136446033254271,0.34988960767009736,0.36856572584327363,4,2
111,STEPHANIE EBBS,"Confirmation hearings for Supreme Court nominee Brett Kavanaugh began with protests Tuesday, as Democrats objected to what they say is a lack of information about the judge's record and demanding the proceedings be delayed. Interested in Supreme Court? Add Su… [+673 chars]",The Democrats are objecting to a last-minute document release.,2018-09-04T13:50:48Z,abc-news,ABC News,Kavanaugh confirmation hearings begin with protest from Democrats,https://abcnews.go.com/Politics/kavanaugh-confirmation-hearings-begin-protest-democrats/story?id=57590456,https://s.abcnews.com/images/Politics/kavanaugh-gty-er-180711_hpMain_16x9_992.jpg,text,0.9316022051772437,6,0.227609142535814,0.284772402772964,0.7552491197565658,1,1
112,Jordyn Phelps,President Donald Trump says he wants to hear from the accuser of his Supreme Court nominee Brett Kavanaugh but said it's hard for him to believe that the allegation brought by professor Christine Blasey Ford is true. Interested in Donald Trump? Add Donald Tru… [+2255 chars],"President Trump again brushed off the idea of reopening the FBI background check saying, the FBI doesn't do that and said the matter should be handled by the Senate.",2018-09-19T14:23:57Z,abc-news,ABC News,Trump on Brett Kavanaugh: He's being treated 'very tough',https://abcnews.go.com/Politics/trump-brett-kavanaugh-treated-tough/story?id=57932186,https://s.abcnews.com/images/Politics/kavanaugh3-confirm-ht-hb-180906_hpMain_16x9_992.jpg,text,0.25583974589903846,12,0.8813864098414407,0.9477222587046018,0.2920951170884484,7,1
113,The Associated Press,"Interested in Supreme Court? Add Supreme Court as an interest to stay up to date on the latest Supreme Court news, video, and analysis from ABC News. The Trump administration is withholding more than 100,000 pages of Brett Kavanaugh's records from the Bush Wh… [+916 chars]",The pages of records are being withheld on the basis of presidential privilege.,2018-09-01T03:30:36Z,abc-news,ABC News,Trump administration withholds 100K Kavanaugh pages,https://abcnews.go.com/Politics/wireStory/trump-administration-withholds-100k-kavanaugh-pages-57540487,,text,0.5457951625105205,13,0.6473049960037647,0.1969282828737401,0.1326665919385257,9,2
114,Alex Swoyer,"Voters in Maine are opening their newspapers to find an ad warning that Sen. Susan Collins could send 50,000 women to jail for seeking abortions, should she vote to confirm President Trump’s Supreme Court nominee. Alaskans are seeing the same stark ad in thei… [+4265 chars]","Washington Times Pro-choice Republican Sens. Susan Collins, Lisa Murkowski targeted in anti-Kavanaugh ad blitz Washington Times Voters in Maine are opening their newspapers to find an ad warning that Sen. Susan Collins could send 50,000 women to jail for seek…",2018-09-12T03:06:12Z,the-washington-times,The Washington Times,"Pro-choice Republican Sens. Susan Collins, Lisa Murkowski targeted in anti-Kavanaugh ad blitz - Washington Times",https://www.washingtontimes.com/news/2018/sep/11/susan-collins-lisa-murkowski-hit-anti-kavanaugh-ad/,https://twt-thumbs.washtimes.com/media/image/2018/09/08/colins_supreme_court_38030_s2048x1488.jpg?7ff35284e13bdce68d33f6ebaca99d105d91bd63,text,0.008195224015414282,14,0.4508389711765871,0.4239365084408754,0.008107176321868859,8,2
115,Kendall Karson,"Despite the political theatre surrounding Judge Brett Kavanaugh 's confirmation process, Vice President Mike Pence’s support for President Donald Trump ’s Supreme Court pick has not wavered. ""I believe that Judge Brett Kavanaugh will soon be Justice Brett Kav… [+3261 chars]",Vice President Mike Pence’s support for President Donald Trump’s Supreme Court pick has not wavered.,2018-09-22T18:54:15Z,abc-news,ABC News,Pence boasts support for embattled Supreme Court nominee Brett Kavanaugh,https://abcnews.go.com/Politics/pence-boasts-support-embattled-supreme-court-nominee-brett/story?id=57985244,https://s.abcnews.com/images/US/Kavanaugh6-ap-hb-180905_hpMain_3_16x9_992.jpg,text,0.31908585192686534,10,0.5320673261612602,0.05331319595563411,0.26965062301944875,9,3
116,"JUSTIN FISHEL, Trish Turner and ALI ROGIN","Supreme Court Justice nominee Brett Kavanaugh’s accuser, Christine Blasey Ford, is willing to testify before lawmakers as early as next week, her lawyers say, so long as certain terms are met that are “fair and ensure her safety.” Interested in Supreme Court?… [+3845 chars]","SCOTUS justice nominee Brett Kavanaugh’s accuser, Christine Blasey Ford, is willing to testify before lawmakers as early as next week with conditions, her lawyers say.",2018-09-21T15:17:29Z,abc-news,ABC News,"Kavanaugh accuser, senators negotiate terms for possible testimony",https://abcnews.go.com/Politics/kavanaugh-accuser-senate-negotiate-terms-testimony-week/story?id=57984087,https://s.abcnews.com/images/Politics/kavanaugh-gty-er-180904_hpMain_16x9_992.jpg,text,0.21410129114478205,13,0.5766857539167008,0.7069178948137721,0.420423217304262,9,2
117,Bill Hutchinson,"A California psychology professor who has accused Supreme Court nominee Brett Kavanaugh of sexually assaulting her in high school wants to cooperate with federal lawmakers considering the nomination, but doesn't want to be part of a Washington ""bloodletting,""… [+811 chars]","A woman accusing Supreme Court Nominee Brett Kavanaugh wants to cooperate, but doesn't want to be part of Washington ""bloodletting,"" her attorney said.",2018-09-17T11:56:24Z,abc-news,ABC News,Kavanaugh accuser wants to cooperate on investigation: Attorney,https://abcnews.go.com/US/kavanaugh-accuser-cooperate-probe-part-bloodletting-attorney/story?id=57875179,https://s.abcnews.com/images/Politics/brett-kavanaugh-gty-jt-180917_hpMain_16x9_992.jpg,text,0.8692640924361386,3,0.9497237567808052,0.39175404097301414,0.9147067982430314,4,1
118,Rick Klein and MaryAlice Parks,"The TAKE with Rick Klein Interested in The Note? Add The Note as an interest to stay up to date on the latest The Note news, video, and analysis from ABC News. It does not get, in matters of state, much deeper than this. The extraordinary anonymous New York T… [+9831 chars]","It does not get, in matters of state, much deeper than this.",2018-09-06T10:12:54Z,abc-news,ABC News,The Note: Trump firestorms that could spark an explosion,https://abcnews.go.com/Politics/note-trump-firestorms-spark-explosion/story?id=57635693,https://s.abcnews.com/images/Politics/donald-trump-oval-office-ap-jc-180905_hpMain_16x9_992.jpg,text,0.6040603199292922,14,0.3425351863523829,0.7014500224579123,0.3241118315132425,6,1
119,ABCNews,President Donald Trump on Tuesday once again waded into the fray over his embattled Supreme Court nominee Brett Kavanaugh who has denied a sexual assault allegation on the eve of a committee vote on his confirmation. Interested in Donald Trump? Add Donald Tru… [+962 chars],"""I don't think the FBI should be involved because they don't want to be involved. This is not their thing,"" Trump told reporters in reference to Brett Kavanaugh.",2018-09-18T17:10:54Z,abc-news,ABC News,Trump says he doesn't think FBI should be involved in investigating Kavanaugh claim,https://abcnews.go.com/Politics/trump-fbi-involved-investigating-kavanaugh-allegation/story?id=57909997,https://s.abcnews.com/images/Health/donald-trump-gty-mem-180914_hpMain_16x9_992.jpg,text,0.17239326857881954,6,0.8572672239368874,0.9631443992304354,0.021331097452433778,4,1
120,Trish Turner and Meridith McGraw,"Christine Blasey Ford, who has accused Supreme Court nominee Brett Kavanaugh of sexual assault, has agreed to testify before the Senate Judiciary Committee next week. Interested in Supreme Court? Add Supreme Court as an interest to stay up to date on the late… [+3662 chars]",Christine Blasey Ford's lawyers said she will testify about her accusation of sexual assault by Kavanaugh.,2018-09-22T19:21:42Z,abc-news,ABC News,Kavanaugh accuser agrees to testify before Senate committee next week,https://abcnews.go.com/Politics/kavanaugh-accuser-agrees-testify-senate-committee-week/story?id=58006753,https://s.abcnews.com/images/Politics/christine-blasey-ford-brett-kavanaugh-ap-mt-180922_hpMain_16x9_992.jpg,text,0.973660847443756,17,0.7920230518375596,0.534330384828384,0.6305804352428556,8,1
121,"Matt Taylor, Matt Taylor","If you didn't know who Brett Kavanaugh was already, chances are you caught sight of the 53-year-old judge hemming and hawing and smirking his way through confirmation hearings to become the newest member of the United States Supreme Court last week. Or maybe … [+13661 chars]","Yes, he could cast the key vote reversing Roe v. Wade. But there's a lot more about this guy that should freak you out.",2018-09-10T17:22:43Z,vice-news,Vice News,4 Reasons Brett Kavanaugh Is Scary That Go Way Beyond Abortion,https://www.vice.com/en_us/article/pa8eyv/4-reasons-brett-kavanaugh-is-scary-that-go-way-beyond-abortion,"https://video-images.vice.com/articles/5b918e7e75bdd80006b05fee/lede/1536599235664-GettyImages-1027171996.jpeg?crop=1xw:0.8425xh;0xw,0.0395xh&resize=1200:*",text,0.7226950029231081,18,0.056918239506717816,0.2958936599171388,0.46606037583457627,5,1
122,Meghan Keneally,"Donald Trump Jr. has been known to draw controversy on social media, and a post Saturday follows suit. The president's eldest son posted an image of an apparently fake note that looked like it was written by a child, joking that it was a letter making allegat… [+4127 chars]",The post on Saturday came before Brett Kavanaugh's accuser publicly revealed her identity.,2018-09-17T19:01:28Z,abc-news,ABC News,Donald Trump Jr. posted image appearing to mock letter on Kavanaugh,https://abcnews.go.com/US/donald-trump-jr-posted-image-appearing-mock-allegations/story?id=57880716,https://s.abcnews.com/images/Politics/donald-trump-jr-gty-jt-180805_hpMain_16x9_992.jpg,text,0.6259121517104284,17,0.16318053931850618,0.46121429128267466,0.5470474458440857,7,2
123,Meridith McGraw,The Republican chairman of the Senate Judiciary Committee has given Christine Blasey Ford until midafternoon Saturday to respond on whether she will testify next week on her allegation of sexual assault against Supreme Court nominee Brett Kavanaugh. The new d… [+2541 chars],Christine Blasey Ford's lawyers said she is willing to testify with conditions.,2018-09-22T18:05:30Z,abc-news,ABC News,Kavanaugh accuser given until 2:30 p.m. Saturday to decide whether to testify,https://abcnews.go.com/Politics/kavanaugh-accuser-230-pm-saturday-decide-testify/story?id=58006753,https://s.abcnews.com/images/Politics/chuck-grassley-christine-blasey-ford-gty-ht-jt-180922_hpMain_16x9_992.jpg,text,0.6095301438142545,11,0.008459806106606904,0.28326626701436686,0.18357829380516166,4,3
124,"Harry Cheadle, Harry Cheadle","Until late last week, the confirmation of Brett Kavanaugh to the Supreme Court seemed like a foregone conclusion. Though nearly all Democrats in the Senate had voiced opposition to him, the Republican majority was palpably eager to install another conservativ… [+6074 chars]",We might be heading toward another shorthanded Supreme Court.,2018-09-17T19:23:28Z,vice-news,Vice News,How Brett Kavanaugh Could Get Denied a Supreme Court Seat,https://www.vice.com/en_us/article/a38gmk/how-brett-kavanaugh-could-get-denied-a-supreme-court-seat,"https://video-images.vice.com/articles/5b9fdc045a715a0006b58907/lede/1537211361151-GettyImages-1026647372.jpeg?crop=0.81xw:0.6825xh;0.19xw,0.181xh&resize=1200:*",text,0.9478293039226914,18,0.9404993022196866,0.6665672780796017,0.8061037559229407,4,1
125,Chris Stirewalt,**Want FOX News Halftime Report in your inbox every day? Sign up here.** On the roster: Feinstein releases cryptic statement about Kavanaugh - I’ll Tell You What: A storms a brewin’ - Fox Poll: Blackburn up three in Tennessee Senate race - New Yorkers hit the… [+19190 chars],Fox News Feinstein releases cryptic statement about Kavanaugh Fox News **Want FOX News Halftime Report in your inbox every day? Sign up here.**. On the roster: Feinstein releases cryptic statement about Kavanaugh - I'll Tell You What: A storms a brewin' - Fox…,2018-09-13T22:30:07Z,fox-news,Fox News,Feinstein releases cryptic statement about Kavanaugh - Fox News,http://www.foxnews.com/politics/2018/09/13/feinstein-releases-cryptic-statement-about-kavanaugh.html,http://a57.foxnews.com/media2.foxnews.com/BrightCove/694940094001/2018/09/04/0/0/694940094001_5830606865001_5830608527001-vs.jpg?ve=1,text,0.5719927589821702,6,0.2438725828142042,0.7572757128203707,0.014689855055082801,8,3
126,The Associated Press,"Interested in Health Care Overhaul? Add Health Care Overhaul as an interest to stay up to date on the latest Health Care Overhaul news, video, and analysis from ABC News. A federal judge in Texas did not immediately rule on the latest push by Republicans to e… [+731 chars]","Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",2018-09-05T19:37:45Z,abc-news,ABC News,No immediate ruling in GOP's latest 'Obamacare' lawsuit,https://abcnews.go.com/Politics/wireStory/ruling-gops-latest-obamacare-lawsuit-57627657,https://s.abcnews.com/images/Politics/WireAP_dca99b9cd46a49238b64286db2b33342_16x9_992.jpg,text,0.3842908936078766,6,0.9088104442459941,0.21182487630271785,0.7457685769857785,8,2
127,Azure Gilman,"Florence took aim at the Carolinas, causing ""historic and unprecedented"" flooding. The woman who accused Supreme Court nominee Brett Kavanaugh of trying to rape her in high school identified herself in a Washington Post article. A U.S. Border Patrol agent has… [+1452 chars]",Before you begin your week have a look back at the top stories of the weekend.,2018-09-16T22:37:18Z,abc-news,ABC News,5 major headlines to start the week,https://abcnews.go.com/US/major-headlines-start-week/story?id=57863707,https://s.abcnews.com/images/US/florence-debris-ap-mo-20180916_hpMain_16x9_992.jpg,text,0.4078660778393275,12,0.9874481053298156,0.42004939262586816,0.15364835185711523,3,2
128,ABC News,Now Playing: Boy asks for hug and Trump delivers Now Playing: SCOTUS nom Brett Kavanaugh being treated 'very tough': Trump Now Playing: Trump calls Florence 'one of the wettest ever' Now Playing: Sen. Mazie Hirono's message to American men: 'Just shut up and … [+1238 chars],The president embraced a boy while handing out meals at a relief center in North Carolina.,2018-09-19T17:13:00Z,abc-news,ABC News,WATCH: Boy asks for hug and Trump delivers,https://abcnews.go.com/Politics/video/boy-asks-hug-trump-delivers-57937246,https://s.abcnews.com/images/Politics/180919_vod_orig_trump_hug_hpMain_16x9_992.jpg,text,0.3884485636035211,13,0.5994888723416739,0.8370142745150815,0.02668533862628064,4,3
129,,The Senate Judiciary Committee began its hearing into Brett Kavanaugh’s nomination to the Supreme Court. Calls by the Democrats for the White House to release more documents relating to Mr Kavanaugh’s work for George W. Bush fell on deaf ears (over 1m pages h… [+5945 chars],The Senate Judiciary Committee began its hearing into Brett Kavanaugh’s nomination to the Supreme Court. Calls by the Democrats for the White House to release more documents relating to Mr Kavanaugh’s work for George W. Bush fell on deaf ears (over 1m pages h…,2018-09-06T14:48:53Z,the-economist,The Economist,Politics this week,https://www.economist.com/the-world-this-week/2018/09/08/politics-this-week,https://cdn.static-economist.com/sites/default/files/images/2018/09/articles/main/20180908_wwp002.jpg,text,0.9242620126908873,14,0.3901795676780897,0.33855842814493176,0.3706066721094319,8,1
130,Azure Gilman,Brett Kavanaugh's accuser Christine Blasey Ford has reached a deal to testify before the Senate Judiciary Committee on Thursday morning in an open hearing. Six siblings of Arizona congressman Paul Gosar starred in a video for his opponent in the upcoming elec… [+1042 chars],Before you begin your week have a look back at the top stories of the weekend.,2018-09-23T18:19:02Z,abc-news,ABC News,5 major headlines to start the week,https://abcnews.go.com/US/major-headlines-start-week/story?id=58023335,https://s.abcnews.com/images/Politics/christine-blasey-ford-brett-kavanaugh-ap-mt-180922_hpMain_16x9_992.jpg,text,0.42411539116958763,10,0.7024547745839168,0.6905540521564929,0.8010369628814907,1,3
131,The Editorial Board,"The good news from Pyongyang is that North Korea’s dictator says he still wants to give up his nuclear weapons. But Kim Jong Un’s summit Wednesday with South Korean President Moon Jae-in, the third this year, brought no significant progress toward that goal, … [+3915 chars]","Wall Street Journal Moon Shot in Korea Wall Street Journal The good news from Pyongyang is that North Korea's dictator says he still wants to give up his nuclear weapons. But Kim Jong Un's summit Wednesday with South Korean President Moon Jae-in, the third th…",2018-09-19T23:20:00Z,the-wall-street-journal,The Wall Street Journal,Moon Shot in Korea - Wall Street Journal,https://www.wsj.com/articles/moon-shot-in-korea-1537399218,https://images.wsj.net/im-27190/social,text,0.7053669067813184,4,0.9632555819651493,0.2768649727371967,0.33449886422501807,5,2
132,"Eve Peyser, Harry Cheadle","Just when Brett Kavanaugh's Supreme Court appointment seemed like an inevitability, Donald Trump's nominee was accused of sexually assaulting a woman when they were both at a high school party more than 30 years ago. “I thought he might inadvertently kill me,… [+6558 chars]","From calling sexual assault ""rough horseplay"" to comparing the accusations to the Salem Witch Trials.",2018-09-18T19:59:45Z,vice-news,Vice News,"These Are the Worst, Most Ridiculous Right-Wing Defenses of Brett Kavanaugh",https://www.vice.com/en_us/article/59agwa/these-are-the-worst-most-ridiculous-right-wing-defenses-of-brett-kavanaugh,"https://video-images.vice.com/articles/5ba128e70bf88f0006b91308/lede/1537300452110-kavanaugh-debate.jpeg?crop=0.986404125644632xw:1xh;center,center&resize=1200:*",text,0.2982716602988139,7,0.23034838975279337,0.31213950354014997,0.4986998197949165,3,2
133,Rick Klein,"The TAKE with Rick Klein Interested in The Note? Add The Note as an interest to stay up to date on the latest The Note news, video, and analysis from ABC News. Out of the chaos and norm-busting and institution-bursting of the last few days comes a voice from … [+9696 chars]","The TAKE with Rick Klein Out of the chaos and norm-busting and institution-bursting of the last few days comes a voice from the not-so-distant past. Former President Barack Obama will now start making himself known in the midterms, with a speech at the Univer…",2018-09-07T10:13:21Z,abc-news,ABC News,The Note: Obama takes the midterms stage,https://abcnews.go.com/Politics/note-obama-takes-midterms-stage/story?id=57662634,https://s.abcnews.com/images/US/barack-obama-2-gty-jt-180901_hpMain_16x9_992.jpg,text,0.47283899876393976,13,0.5885329286423493,0.007355828825865496,0.6196419518910535,4,2
134,MARIAM KHAN,"Despite the fact that Brett Kavanaugh 's accuser, Christine Blasey Ford, hasn't testified yet about her alleged sexual assault by the Supreme Court nominee, Senate Majority Leader Mitch McConnell declared Friday that Kavanaugh will be confirmed to the Supreme… [+3263 chars]","Kavanaugh is ""stunningly successful individual,"" McConnell says",2018-09-21T17:13:13Z,abc-news,ABC News,"'Judge Kavanaugh will be on the United States Supreme Court,' McConnell says",https://abcnews.go.com/Politics/accuser-testifies-mcconnell-predicts-kavanaugh-confirmed/story?id=57988460,https://s.abcnews.com/images/Politics/mcconnell-ap-ml-180921_hpMain_16x9_992.jpg,text,0.44601180452834466,16,0.12720991471780385,0.01269970550642363,0.10458846455220228,4,3
135,Brent Kendall,"Supreme Court nominee Brett Kavanaugh said Friday he denies an allegation of sexual misconduct in high school. Supreme Court nominee Brett Kavanaugh on Friday denied an allegation that he engaged in sexual misconduct in high school, a day after the allegation… [+727 chars]","Supreme Court nominee Brett Kavanaugh on Friday denied an allegation that he engaged in sexual misconduct in high school, a day after the allegation surfaced and a top Democrat said she referred the matter to federal investigators.",2018-09-14T18:24:39Z,the-wall-street-journal,The Wall Street Journal,The Wall Street Journal: Kavanaugh denies allegation of sexual misconduct,https://www.wsj.com/articles/supreme-court-nominee-kavanaugh-denies-allegation-of-sexual-misconduct-1536940093?mod=hp_lead_pos2,http://s.marketwatch.com/public/resources/MWimages/MW-GP425_kavana_ZG_20180904101231.jpg,text,0.21331726070063783,5,0.044991272813057814,0.6285119900071046,0.38307966472080157,9,2
136,Rick Klein and MaryAlice Parks,"The TAKE with Rick Klein Interested in The Note? Add The Note as an interest to stay up to date on the latest The Note news, video, and analysis from ABC News. Amid the hyperspeed of politics these days, this week inched by slowly – even seeming to move backw… [+9424 chars]","Amid the hyperspeed of politics these days, this week inched by slowly – even seeming to move backward at times.",2018-09-21T10:17:45Z,abc-news,ABC News,The Note: Kavanaugh fight takes politics a step backwards,https://abcnews.go.com/Politics/note-kavanaugh-fight-takes-politics-step-backwards/story?id=57976397,https://s.abcnews.com/images/US/brett-kavanaugh-ap-mt-180920_hpMain_16x9_992.jpg,text,0.4091831572540384,10,0.10651902393910617,0.28306060949077605,0.932904604319009,9,3
137,Meghan Keneally,"Sexual assault allegations have uprooted Brett Kavanaugh's Supreme Court confirmation hearings and prompted outrage, but that didn't stop a U.S. congressman from joking about the topic at a recent debate. Rep. Ralph Norman, R-S.C., used his opening remarks at… [+2139 chars]","Sexual assault allegations have uprooted Brett Kavanaugh's Supreme Court confirmation hearings, but that didn't stop a U.S. congressman from joking about the subject.",2018-09-21T16:23:46Z,abc-news,ABC News,Congressman jokes about Ruth Bader Ginsburg's being 'groped' by Abe Lincoln,https://abcnews.go.com/US/rep-ralph-norman-jokes-ruth-bader-ginsburgs-groped/story?id=57986316,,text,0.00664341351683706,7,0.19239484503988935,0.3794250438170792,0.14853717663020105,7,1
138,Dan Gainor,"The liberal news media have a new favorite word to use when discussing President Trump: impeachment. For example, MSNBC and CNN reporters, anchors and guests said “impeach,” “impeachment” or some other form of the word on the cable news channels an incredible… [+3428 chars]","Fox News Liberal media's desperate push for Trump impeachment may actually hurt Democrats Fox News The liberal news media have a new favorite word to use when discussing President Trump: impeachment. For example, MSNBC and CNN reporters, anchors and guests sa…",2018-08-26T08:02:07Z,fox-news,Fox News,Liberal media's desperate push for Trump impeachment may actually hurt Democrats - Fox News,http://www.foxnews.com/opinion/2018/08/26/liberal-medias-desperate-push-for-trump-impeachment-may-actually-hurt-democrats.html,http://a57.foxnews.com/media2.foxnews.com/BrightCove/694940094001/2018/08/24/0/0/694940094001_5826466088001_5826460188001-vs.jpg?ve=1,text,0.7995188541937468,2,0.8326754458633002,0.015454306010211138,0.16750578999033872,9,3
139,Lukas Mikelionis,The U.S. Coast Guard says it “removed” a member from its Hurricane Florence response team Friday after he made an “OK” hand gesture on live TV that the service branch deemed “offensive.” The unidentified team member was caught looking into the camera and then… [+2798 chars],Fox News US Coast Guard member 'removed' after making 'offensive' OK sign on live TV Fox News The U.S. Coast Guard says it “removed” a member from its Hurricane Florence response team Friday after he made an “OK” hand gesture on live TV that the service branc…,2018-09-15T10:47:11Z,fox-news,Fox News,US Coast Guard member 'removed' after making 'offensive' OK sign on live TV - Fox News,http://www.foxnews.com/us/2018/09/15/us-coast-guard-member-removed-after-making-offensive-ok-sign-on-live-tv.html,http://a57.foxnews.com/images.foxnews.com/content/fox-news/us/2018/09/15/us-coast-guard-member-removed-after-making-offensive-ok-sign-on-live-tv/_jcr_content/par/featured_image/media-0.img.png/0/0/1537004238156.png?ve=1,text,0.6149641407685034,6,0.03592503890040277,0.5006103729795897,0.26367834107381305,7,1
140,Mark Osborne,"Hillary Clinton called out the Republican Party for backing down to President Donald Trump, asking ""Why are they so intimidated?"" Clinton spoke to ""The Late Show"" host Stephen Colbert in a wide-ranging interview Friday, tackling everything from special counse… [+2109 chars]","The former presidential candidate appeared on ""The Late Show"" Friday.",2018-09-22T05:06:53Z,abc-news,ABC News,Hillary Clinton calls out Republican Party: 'Why are they so intimidated?',https://abcnews.go.com/Politics/hillary-clinton-asks-happened-republican-party-intimidated/story?id=58004355,https://s.abcnews.com/images/Politics/colbert-clinton-ho-mo-20180922_hpMain_16x9_992.jpg,text,0.17938572678562503,1,0.2748436707598547,0.677221006182473,0.9715788165255969,1,3
141,"David Rind, Kelly Terez and Lauren Meltzer","It's Monday, Sept. 17, 2018. Here's what you need to start your day: 1. Rescues continue in washed-out Carolinas More than a dozen people are dead in North and South Carolina after Hurricane Florence toppled trees, washed out roads and dumped over 20 inches o… [+5501 chars]","It's Monday, Sept. 17, 2018. Here's what you need to start your day.",2018-09-17T11:14:34Z,abc-news,ABC News,"'Start Here': Kavanaugh, Florence recovery. What you need to know to start your day.",https://abcnews.go.com/US/start-here-carolinas-recover-florence-kavanaughs-accuser-border-agent/story?id=57848019,https://s.abcnews.com/images/US/florence2-gty-hb-180916_hpMain_1_16x9_992.jpg,text,0.6709984857402777,11,0.7186879663790251,0.05879096595829414,0.08326726908571858,8,2
142,The Associated Press,"Interested in Supreme Court? Add Supreme Court as an interest to stay up to date on the latest Supreme Court news, video, and analysis from ABC News. President Donald Trump 's eldest son on Monday appeared to mock the sexual assault allegations against his fa… [+2180 chars]",President Donald Trump's eldest son on Monday appeared to mock the sexual assault allegations against his father's nominee for the Supreme Court,2018-09-17T16:09:51Z,abc-news,ABC News,Trump Jr. mocks sexual assault claim against Kavanaugh,https://abcnews.go.com/Politics/wireStory/trump-jr-mocks-sexual-assault-claim-kavanaugh-57880582,https://s.abcnews.com/images/Politics/WireAP_ed04ddbc72b04c7c86f2d2f0203634bc_16x9_992.jpg,text,0.1874343456938059,3,0.7545489376197203,0.04393178818708354,0.4833244148907705,3,1
143,Siobhan Hughes,"WASHINGTON—Republicans and lawyers for the woman accusing Supreme Court nominee Brett Kavanaugh of sexual assault when they were teenagers tentatively agreed to a Thursday hearing, according to two people familiar with the negotiations. The deal all but ensur… [+1176 chars]","Republicans and lawyers for the woman accusing Supreme Court nominee Brett Kavanaugh of sexual assault when they were teenagers tentatively agreed to a Thursday hearing, according to two people familiar with the negotiations. The deal all but ensures a high-s…",2018-09-23T14:27:53Z,the-wall-street-journal,The Wall Street Journal,The Wall Street Journal: Tentative agreement reached for Kavanaugh accuser to testify on Thursday,https://www.wsj.com/articles/ford-attorneys-seek-more-time-for-kavanaugh-testimony-deal-1537643919?mod=hp_lead_pos1,http://s.marketwatch.com/public/resources/MWimages/MW-GQ367_kavana_ZG_20180919195725.jpg,text,0.5022688128240929,1,0.9413690617207777,0.673834709910343,0.7040975005417341,7,2
144,Avery Miller,"Rep. Anna Eshoo, the California Democrat who was first approached by Supreme Court nominee Brett Kavanaugh’s accuser over the summer, describes Christine Blasey Ford as a “gentle, honest person who may change people’s minds.” Eshoo told ABC News' ""Powerhouse … [+2464 chars]","Rep. Anna Eshoo described Christine Blasey Ford as a “gentle, honest person who may change people’s minds.”",2018-09-19T02:04:45Z,abc-news,ABC News,"Congresswoman, first to talk to Kavanaugh accuser, calls her 'honest person'",https://abcnews.go.com/Politics/congresswoman-talk-kavanaugh-accuser-calls-honest-person/story?id=57922185,https://s.abcnews.com/images/Politics/brett-kavanaugh-gty-jt-180917_hpMain_16x9_992.jpg,text,0.865377028303392,1,0.012851916664749496,0.05858733174178421,0.6457575703174264,8,1
145,,The Senate Judiciary Committee began its hearing into Brett Kavanaughs nomination to the Supreme Court. Calls by the Democrats for the White House to release more documents relating to Mr Kavanaughs work for George W. Bush fell on deaf ears (over 1m pages hav… [+5919 chars],The Senate Judiciary Committee began its hearing into Brett Kavanaugh’s nomination to the Supreme Court. Calls by the Democrats for the White House to release more documents relating to Mr Kavanaugh’s work for George W. Bush fell on deaf ears (over 1m pages h…,2018-09-24T13:29:48Z,the-economist,The Economist,Politics this week,https://www.economist.com/the-world-this-week/2018/09/06/politics-this-week,https://cdn.static-economist.com/sites/default/files/images/2018/09/articles/main/20180908_wwp002.jpg,text,0.034568753634320326,12,0.4900411970019919,0.5657622380222023,0.6282167471439222,4,3
146,ALI ROGIN,Senators on both sides of the political aisle seemed to agree Tuesday that the sexual assault allegation from Professor Christine Blasey Ford against Judge Brett Kavanaugh ought to be discussed and included as part of the body of information lawmakers will us… [+6405 chars],"Republicans and Democrats appear divided on how to proceed, with Republicans saying a Judiciary Committee hearing would be best, and Democrats calling for an FBI probe.",2018-09-18T21:33:17Z,abc-news,ABC News,Senators united that Kavanaugh accuser should be heard; divided on how and where,https://abcnews.go.com/Politics/senators-united-kavanaugh-accuser-heard-divided/story?id=57916423,https://s.abcnews.com/images/Politics/brett-kavanaugh-ap-jef-180917_hpMain_16x9_992.jpg,text,0.07638517351222984,3,0.9952204650153935,0.9271072513470408,0.9822144540666199,7,2
